city,city_cost_index,num_days,budget_tier,group_size,season,avg_place_rating,num_places,pct_history,pct_culture,pct_nature,pct_food,pct_nightlife,pct_shopping,total_cost_inr
Mumbai,1.4,3,medium,4,shoulder,4.01,9,0.135,0.034,0.089,0.043,0.477,0.222,42404.45
Barcelona,2.5,8,low,1,shoulder,3.35,16,0.521,0.094,0.088,0.1,0.075,0.122,23845.61
Rome,2.7,5,medium,4,shoulder,3.41,10,0.228,0.147,0.272,0.03,0.021,0.302,132858.18
Dubai,2.8,8,medium,6,peak,4.48,24,0.161,0.138,0.132,0.266,0.234,0.069,371117.86
Amsterdam,2.9,4,low,6,peak,4.41,12,0.033,0.068,0.428,0.096,0.151,0.224,91951.7
Rishikesh,0.75,2,medium,2,off_peak,3.85,4,0.073,0.121,0.024,0.054,0.325,0.403,8858.64
Amsterdam,2.9,4,medium,6,shoulder,4.19,12,0.172,0.02,0.284,0.115,0.333,0.076,112340.93
Istanbul,1.8,8,low,2,peak,4.95,16,0.368,0.071,0.3,0.114,0.121,0.026,54874.07
Mumbai,1.4,3,medium,1,peak,4.43,6,0.292,0.114,0.022,0.454,0.045,0.072,17374.87
Bangkok,1.6,8,low,1,shoulder,4.78,16,0.187,0.142,0.048,0.219,0.016,0.388,21831.95
Tokyo,3.0,6,low,1,shoulder,4.62,18,0.001,0.105,0.278,0.13,0.337,0.15,35427.02
Tokyo,3.0,8,high,6,peak,3.23,24,0.522,0.087,0.025,0.101,0.127,0.137,589627.79
Jaipur,0.8,5,low,5,off_peak,4.37,15,0.168,0.014,0.08,0.02,0.11,0.608,41322.66
Tokyo,3.0,7,low,3,peak,4.12,14,0.263,0.152,0.023,0.336,0.173,0.053,132690.34
Kochi,0.95,2,low,3,off_peak,4.14,6,0.229,0.459,0.076,0.077,0.102,0.057,6650.4
Mumbai,1.4,3,medium,2,shoulder,3.31,9,0.376,0.246,0.125,0.029,0.034,0.19,12370.07
New York,3.6,2,medium,6,off_peak,4.36,4,0.394,0.214,0.094,0.194,0.074,0.031,59413.72
Mumbai,1.4,8,low,5,off_peak,3.29,16,0.036,0.068,0.266,0.064,0.27,0.296,62194.53
Delhi,1.1,3,low,3,off_peak,4.43,6,0.081,0.186,0.126,0.363,0.141,0.104,15944.02
Singapore,2.9,2,low,2,off_peak,3.37,4,0.123,0.046,0.011,0.083,0.069,0.669,23477.94
Barcelona,2.5,5,low,2,off_peak,3.49,15,0.153,0.087,0.276,0.072,0.146,0.267,30709.04
Rishikesh,0.75,6,high,4,shoulder,4.6,18,0.211,0.176,0.172,0.01,0.113,0.318,68319.45
Amsterdam,2.9,6,low,6,peak,3.83,12,0.008,0.074,0.059,0.185,0.082,0.592,313483.4
New York,3.6,2,low,1,peak,4.69,6,0.102,0.323,0.293,0.107,0.167,0.009,12218.98
Goa,1.3,3,medium,4,peak,4.3,9,0.052,0.155,0.042,0.099,0.281,0.371,56349.46
Chennai,1.05,5,high,1,off_peak,3.27,10,0.089,0.442,0.042,0.098,0.262,0.066,22525.53
Rome,2.7,9,medium,4,off_peak,4.33,27,0.542,0.112,0.06,0.109,0.06,0.117,190234.98
Bali,1.5,2,high,6,peak,4.82,4,0.102,0.554,0.043,0.13,0.087,0.084,81075.0
Bengaluru,1.2,4,low,2,shoulder,3.5,8,0.014,0.032,0.164,0.157,0.13,0.504,16887.09
Barcelona,2.5,9,medium,3,shoulder,4.62,18,0.089,0.151,0.077,0.181,0.082,0.419,176431.93
Kochi,0.95,6,low,1,peak,4.68,12,0.299,0.125,0.08,0.099,0.22,0.178,11492.68
Istanbul,1.8,8,low,4,peak,3.34,24,0.243,0.129,0.037,0.021,0.547,0.023,97852.01
Agra,0.75,8,high,2,off_peak,3.81,24,0.101,0.267,0.163,0.216,0.119,0.134,39792.93
Amritsar,0.8,3,low,3,peak,4.44,9,0.348,0.263,0.131,0.138,0.047,0.074,10858.42
Tokyo,3.0,3,low,1,peak,4.09,9,0.146,0.274,0.104,0.226,0.206,0.044,14536.1
Varanasi,0.7,9,medium,2,off_peak,3.27,18,0.083,0.023,0.01,0.112,0.168,0.604,31857.71
Chennai,1.05,7,medium,3,shoulder,3.7,14,0.09,0.338,0.219,0.065,0.277,0.011,46753.05
Singapore,2.9,1,low,3,off_peak,3.23,3,0.21,0.166,0.1,0.069,0.107,0.348,10582.66
Kochi,0.95,5,low,6,off_peak,3.69,15,0.019,0.154,0.293,0.125,0.005,0.404,33872.57
New York,3.6,1,high,4,shoulder,4.63,2,0.03,0.581,0.075,0.196,0.103,0.015,60043.04
Bali,1.5,8,low,2,off_peak,3.5,16,0.155,0.427,0.183,0.034,0.041,0.16,30001.16
Bali,1.5,7,medium,4,peak,4.37,14,0.022,0.379,0.24,0.05,0.157,0.153,138489.45
Kochi,0.95,10,medium,6,shoulder,4.18,30,0.343,0.04,0.077,0.079,0.162,0.299,145723.48
Bangkok,1.6,6,high,2,off_peak,4.82,18,0.199,0.028,0.148,0.073,0.371,0.182,85832.07
Amsterdam,2.9,8,low,6,shoulder,4.95,16,0.321,0.219,0.165,0.049,0.115,0.132,171968.26
Singapore,2.9,7,medium,6,off_peak,4.06,14,0.171,0.07,0.335,0.021,0.198,0.206,244996.64
Bengaluru,1.2,7,medium,5,peak,3.34,14,0.006,0.05,0.612,0.144,0.169,0.019,77754.16
Paris,3.2,3,medium,4,off_peak,4.41,6,0.403,0.186,0.047,0.239,0.06,0.065,61293.17
Jaipur,0.8,6,low,5,off_peak,4.12,12,0.201,0.333,0.144,0.135,0.172,0.015,22730.11
Varanasi,0.7,7,medium,2,off_peak,3.83,14,0.087,0.422,0.044,0.193,0.096,0.159,23762.38
Varanasi,0.7,6,low,4,peak,4.99,18,0.467,0.086,0.04,0.085,0.243,0.079,27182.59
Chennai,1.05,7,medium,1,off_peak,4.6,21,0.001,0.123,0.108,0.246,0.124,0.398,22611.72
Amsterdam,2.9,5,high,6,shoulder,4.71,15,0.051,0.13,0.348,0.142,0.082,0.247,287914.41
Paris,3.2,3,low,4,shoulder,4.16,9,0.074,0.236,0.251,0.19,0.123,0.126,57151.68
Bangkok,1.6,5,medium,4,off_peak,4.37,10,0.268,0.008,0.031,0.14,0.409,0.143,71400.32
Agra,0.75,8,medium,4,peak,4.19,24,0.475,0.135,0.06,0.08,0.194,0.056,55865.74
Goa,1.3,2,high,5,shoulder,3.41,4,0.073,0.023,0.383,0.196,0.03,0.295,41902.38
Bengaluru,1.2,5,high,3,off_peak,4.83,10,0.281,0.018,0.136,0.226,0.288,0.052,64954.37
Istanbul,1.8,6,medium,5,shoulder,3.82,18,0.134,0.464,0.03,0.216,0.049,0.108,99830.69
Pune,1.0,1,medium,1,peak,3.6,3,0.272,0.268,0.059,0.244,0.155,0.002,2666.12
Dubai,2.8,4,medium,1,peak,4.15,12,0.2,0.266,0.078,0.01,0.042,0.404,42368.41
Udaipur,1.0,2,medium,6,shoulder,3.52,6,0.278,0.346,0.035,0.038,0.125,0.178,22698.68
Rome,2.7,5,medium,6,shoulder,4.41,15,0.047,0.134,0.149,0.288,0.293,0.089,215163.59
Goa,1.3,10,medium,6,shoulder,3.63,30,0.022,0.149,0.379,0.095,0.245,0.111,152188.76
Dubai,2.8,3,medium,5,peak,3.36,6,0.024,0.051,0.342,0.246,0.117,0.221,105846.02
Barcelona,2.5,10,medium,5,shoulder,4.74,20,0.162,0.118,0.069,0.198,0.125,0.327,370613.25
Hyderabad,1.05,1,low,2,off_peak,4.81,2,0.066,0.076,0.026,0.196,0.173,0.464,4766.23
Istanbul,1.8,10,high,6,off_peak,4.24,30,0.004,0.628,0.062,0.017,0.015,0.274,399179.66
Amritsar,0.8,1,medium,4,shoulder,3.27,2,0.034,0.071,0.118,0.586,0.154,0.037,6908.43
Singapore,2.9,10,low,2,peak,4.08,30,0.006,0.631,0.275,0.018,0.033,0.036,78851.02
Barcelona,2.5,4,high,4,off_peak,4.02,8,0.041,0.064,0.338,0.332,0.194,0.032,111307.07
Bengaluru,1.2,9,high,3,peak,4.97,27,0.095,0.442,0.045,0.213,0.126,0.079,164078.97
Amsterdam,2.9,8,medium,6,off_peak,3.91,16,0.268,0.06,0.094,0.363,0.2,0.015,247160.96
Tokyo,3.0,9,medium,2,shoulder,3.85,27,0.431,0.125,0.239,0.018,0.151,0.036,100425.7
Hyderabad,1.05,2,medium,4,off_peak,4.74,6,0.022,0.024,0.816,0.074,0.043,0.021,10695.29
Shimla,0.95,3,medium,3,shoulder,3.64,6,0.045,0.195,0.312,0.142,0.082,0.225,19962.92
Bangkok,1.6,3,high,1,peak,3.63,6,0.007,0.062,0.082,0.405,0.331,0.114,37808.38
Delhi,1.1,2,low,4,peak,3.54,4,0.284,0.153,0.149,0.084,0.297,0.033,13540.75
Hyderabad,1.05,9,low,6,shoulder,4.31,18,0.46,0.226,0.076,0.167,0.012,0.06,55617.08
Mumbai,1.4,8,medium,5,peak,4.81,24,0.077,0.288,0.039,0.37,0.065,0.162,215548.42
Paris,3.2,4,low,4,shoulder,4.83,12,0.16,0.118,0.368,0.218,0.108,0.028,62644.16
Bengaluru,1.2,4,high,3,off_peak,4.5,12,0.086,0.021,0.407,0.363,0.055,0.067,45408.03
Shimla,0.95,7,medium,4,shoulder,4.11,21,0.032,0.028,0.173,0.382,0.242,0.143,74362.6
Amsterdam,2.9,4,medium,1,shoulder,4.46,8,0.387,0.082,0.252,0.026,0.237,0.016,25778.14
Barcelona,2.5,8,low,4,peak,4.2,16,0.247,0.115,0.036,0.067,0.316,0.219,142625.16
Jaipur,0.8,7,high,2,shoulder,3.47,21,0.103,0.13,0.042,0.182,0.252,0.291,77022.22
Varanasi,0.7,4,medium,4,shoulder,4.3,8,0.014,0.105,0.156,0.511,0.041,0.172,24568.9
Jaipur,0.8,2,low,1,off_peak,3.97,4,0.102,0.085,0.488,0.101,0.05,0.174,1745.95
Paris,3.2,4,medium,4,peak,4.91,12,0.039,0.12,0.049,0.309,0.419,0.065,225182.58
Mumbai,1.4,9,high,2,off_peak,4.55,27,0.085,0.042,0.305,0.182,0.341,0.046,105917.81
Paris,3.2,1,medium,5,peak,4.18,3,0.001,0.51,0.098,0.318,0.047,0.026,44390.22
Delhi,1.1,8,low,1,peak,4.33,24,0.022,0.244,0.018,0.022,0.316,0.377,20361.5
Udaipur,1.0,6,high,1,off_peak,4.91,12,0.079,0.072,0.471,0.255,0.088,0.035,18508.08
New York,3.6,10,medium,4,off_peak,3.22,30,0.029,0.058,0.135,0.683,0.059,0.036,271856.38
Amritsar,0.8,3,low,4,peak,4.17,6,0.119,0.358,0.143,0.036,0.165,0.179,17082.34
Delhi,1.1,5,low,3,peak,4.63,10,0.017,0.586,0.017,0.038,0.138,0.204,25981.61
Bali,1.5,7,medium,3,shoulder,4.5,21,0.002,0.116,0.004,0.131,0.639,0.107,104931.58
Dubai,2.8,10,low,5,shoulder,4.83,20,0.157,0.074,0.432,0.147,0.167,0.023,161044.94
Tokyo,3.0,9,high,3,off_peak,4.46,27,0.062,0.428,0.005,0.021,0.47,0.014,353883.05
Amritsar,0.8,10,medium,6,off_peak,4.57,20,0.081,0.191,0.468,0.012,0.225,0.024,72611.59
Dubai,2.8,2,low,1,shoulder,3.52,4,0.226,0.02,0.325,0.094,0.242,0.094,7341.6
Rome,2.7,7,low,6,shoulder,3.7,21,0.181,0.088,0.356,0.187,0.115,0.072,126662.13
Mumbai,1.4,8,low,6,shoulder,4.58,24,0.168,0.032,0.08,0.531,0.125,0.064,97501.57
Goa,1.3,4,low,1,shoulder,3.83,12,0.421,0.131,0.04,0.074,0.32,0.014,7702.2
Singapore,2.9,6,medium,4,off_peak,3.95,18,0.014,0.203,0.259,0.145,0.353,0.026,141516.35
Bangkok,1.6,6,low,2,shoulder,3.74,18,0.027,0.404,0.025,0.168,0.14,0.236,19577.15
London,3.4,9,high,4,peak,3.48,18,0.39,0.024,0.128,0.386,0.047,0.024,425276.53
New York,3.6,5,high,1,shoulder,4.99,10,0.028,0.03,0.072,0.16,0.386,0.324,107887.44
Singapore,2.9,3,medium,4,shoulder,3.54,6,0.249,0.003,0.177,0.222,0.129,0.22,80008.48
Chennai,1.05,3,medium,1,shoulder,3.78,6,0.069,0.116,0.097,0.129,0.308,0.282,7842.16
Bengaluru,1.2,6,medium,2,peak,3.88,12,0.087,0.092,0.001,0.226,0.477,0.118,58235.99
Dubai,2.8,10,medium,4,peak,4.37,30,0.061,0.123,0.262,0.113,0.217,0.224,434761.1
Chennai,1.05,10,low,6,peak,3.73,30,0.054,0.334,0.002,0.169,0.005,0.436,114355.61
Kochi,0.95,10,medium,1,shoulder,3.4,20,0.196,0.175,0.328,0.012,0.004,0.285,18115.43
Singapore,2.9,9,medium,3,peak,4.06,18,0.024,0.409,0.156,0.282,0.044,0.085,201360.81
Pune,1.0,7,medium,5,shoulder,3.61,21,0.096,0.386,0.11,0.182,0.17,0.057,59647.65
London,3.4,9,medium,3,peak,3.65,18,0.13,0.37,0.193,0.121,0.025,0.16,250721.98
Hyderabad,1.05,7,medium,5,off_peak,4.75,21,0.059,0.01,0.257,0.348,0.239,0.088,75942.22
Rome,2.7,9,low,3,peak,4.08,18,0.535,0.135,0.1,0.139,0.047,0.043,92029.59
Barcelona,2.5,8,low,1,shoulder,4.24,16,0.02,0.176,0.368,0.1,0.335,0.001,30724.52
Agra,0.75,3,medium,3,shoulder,4.12,9,0.068,0.022,0.045,0.325,0.047,0.493,19485.56
Manali,0.9,7,low,1,peak,4.38,21,0.022,0.042,0.63,0.073,0.104,0.129,11068.81
Rishikesh,0.75,3,medium,2,shoulder,3.78,9,0.193,0.033,0.014,0.092,0.416,0.251,14317.72
Amritsar,0.8,1,medium,3,off_peak,4.33,3,0.127,0.346,0.066,0.045,0.251,0.164,5478.9
Pune,1.0,3,low,6,shoulder,3.83,9,0.089,0.09,0.214,0.296,0.07,0.241,24232.3
Amsterdam,2.9,7,low,5,off_peak,3.96,21,0.376,0.09,0.243,0.059,0.144,0.089,95717.98
Amritsar,0.8,7,low,3,off_peak,4.11,14,0.376,0.022,0.154,0.168,0.167,0.113,24067.88
Singapore,2.9,10,medium,4,off_peak,4.53,30,0.124,0.144,0.076,0.063,0.491,0.102,278535.98
Udaipur,1.0,4,high,4,peak,3.43,12,0.13,0.014,0.372,0.099,0.295,0.09,81284.99
London,3.4,8,medium,3,off_peak,4.89,24,0.304,0.203,0.078,0.087,0.055,0.273,157903.76
Bali,1.5,10,medium,2,shoulder,3.22,20,0.176,0.098,0.255,0.107,0.154,0.21,68747.94
Agra,0.75,5,high,4,off_peak,3.55,10,0.243,0.072,0.184,0.041,0.136,0.323,58315.33
Udaipur,1.0,2,medium,3,peak,4.92,6,0.136,0.282,0.439,0.083,0.051,0.008,14547.47
Varanasi,0.7,5,high,5,shoulder,3.45,10,0.428,0.067,0.02,0.035,0.412,0.038,59208.39
New York,3.6,10,low,6,peak,3.41,20,0.104,0.528,0.106,0.136,0.098,0.028,286770.24
Rishikesh,0.75,10,low,5,shoulder,4.45,30,0.639,0.033,0.079,0.119,0.047,0.083,36108.55
Amritsar,0.8,4,high,1,peak,3.82,8,0.027,0.266,0.21,0.307,0.131,0.06,17091.02
Jaipur,0.8,6,medium,2,peak,3.73,12,0.029,0.004,0.218,0.096,0.039,0.614,41418.29
Hyderabad,1.05,5,medium,2,peak,3.64,15,0.094,0.188,0.085,0.407,0.02,0.206,34771.08
Rome,2.7,2,low,4,shoulder,3.34,6,0.532,0.087,0.155,0.091,0.084,0.051,18658.41
Chennai,1.05,2,high,1,peak,3.74,6,0.144,0.103,0.114,0.16,0.075,0.404,15717.36
Chennai,1.05,2,low,4,shoulder,3.44,4,0.305,0.061,0.448,0.055,0.01,0.121,7899.77
Manali,0.9,5,medium,4,shoulder,4.25,10,0.242,0.198,0.043,0.184,0.212,0.12,44083.36
Rishikesh,0.75,7,low,2,peak,3.55,14,0.246,0.124,0.014,0.137,0.186,0.294,20646.56
Pune,1.0,2,low,4,peak,4.87,6,0.337,0.363,0.067,0.079,0.152,0.001,12168.52
Rome,2.7,3,medium,6,shoulder,3.73,9,0.312,0.065,0.19,0.036,0.196,0.201,108063.59
Shimla,0.95,9,low,3,peak,3.87,27,0.241,0.026,0.055,0.057,0.036,0.584,65725.73
Bangkok,1.6,6,high,6,off_peak,4.87,18,0.268,0.186,0.232,0.097,0.182,0.036,216217.67
Dubai,2.8,8,high,6,peak,4.88,16,0.385,0.02,0.054,0.107,0.312,0.122,751282.41
Tokyo,3.0,3,low,1,shoulder,3.68,9,0.75,0.012,0.092,0.079,0.051,0.017,9498.9
Amritsar,0.8,4,medium,6,peak,4.37,12,0.016,0.004,0.23,0.052,0.287,0.412,85289.82
Delhi,1.1,4,low,6,off_peak,4.47,12,0.269,0.079,0.065,0.317,0.041,0.229,29267.56
Goa,1.3,8,medium,1,shoulder,4.61,16,0.027,0.262,0.251,0.381,0.076,0.004,24193.33
Varanasi,0.7,3,low,6,peak,4.88,9,0.164,0.214,0.033,0.28,0.093,0.216,21882.19
Varanasi,0.7,3,high,3,shoulder,3.31,6,0.035,0.235,0.062,0.222,0.222,0.223,35989.72
Mumbai,1.4,3,low,3,shoulder,3.83,6,0.259,0.279,0.239,0.039,0.075,0.109,13505.71
Singapore,2.9,6,low,3,off_peak,3.43,18,0.067,0.237,0.211,0.11,0.273,0.102,53173.24
Bangkok,1.6,9,low,6,shoulder,4.58,27,0.4,0.114,0.182,0.031,0.058,0.215,100361.46
Bengaluru,1.2,4,high,4,peak,3.33,12,0.503,0.177,0.105,0.105,0.072,0.037,61514.26
Istanbul,1.8,4,medium,1,peak,4.33,12,0.013,0.168,0.117,0.044,0.086,0.573,31254.79
Tokyo,3.0,9,medium,3,off_peak,3.89,27,0.062,0.395,0.097,0.205,0.03,0.21,164398.93
London,3.4,4,medium,6,shoulder,3.67,12,0.021,0.022,0.654,0.097,0.094,0.113,118276.91
Bangkok,1.6,5,medium,4,peak,3.32,10,0.116,0.255,0.105,0.36,0.002,0.161,104491.21
Amsterdam,2.9,2,low,5,shoulder,4.32,6,0.03,0.308,0.213,0.24,0.011,0.197,45442.22
Varanasi,0.7,8,medium,1,shoulder,3.33,24,0.061,0.314,0.046,0.368,0.106,0.104,12213.56
Varanasi,0.7,6,medium,1,off_peak,4.89,18,0.269,0.323,0.137,0.0,0.19,0.081,8359.24
Udaipur,1.0,7,medium,6,off_peak,3.64,14,0.006,0.238,0.156,0.317,0.162,0.121,83021.47
Amsterdam,2.9,3,medium,1,shoulder,3.84,6,0.076,0.338,0.095,0.103,0.214,0.174,21823.96
Pune,1.0,4,medium,1,peak,4.61,8,0.064,0.013,0.095,0.12,0.362,0.346,24544.83
Amritsar,0.8,9,low,3,peak,3.95,27,0.031,0.008,0.017,0.023,0.763,0.157,59966.74
Hyderabad,1.05,6,medium,5,off_peak,3.89,12,0.225,0.389,0.032,0.153,0.091,0.11,45689.14
Pune,1.0,7,medium,1,off_peak,3.41,14,0.078,0.08,0.013,0.133,0.246,0.451,19278.23
Tokyo,3.0,2,medium,6,peak,4.94,4,0.086,0.169,0.062,0.127,0.489,0.066,134095.5
Manali,0.9,10,high,3,off_peak,4.8,20,0.021,0.04,0.05,0.446,0.067,0.377,144518.39
Bangkok,1.6,2,low,1,peak,4.99,4,0.037,0.445,0.203,0.025,0.136,0.154,7590.61
Manali,0.9,3,high,4,shoulder,3.5,6,0.148,0.458,0.181,0.091,0.043,0.08,33298.56
Bali,1.5,3,high,5,off_peak,3.87,6,0.052,0.405,0.12,0.001,0.14,0.281,79896.4
Pune,1.0,6,low,5,off_peak,3.91,12,0.394,0.038,0.236,0.214,0.059,0.059,27908.46
Udaipur,1.0,9,low,6,off_peak,4.3,27,0.061,0.149,0.448,0.117,0.05,0.175,58976.63
Istanbul,1.8,7,medium,1,shoulder,4.02,14,0.185,0.137,0.15,0.179,0.338,0.01,32908.39
Manali,0.9,3,low,4,off_peak,4.99,6,0.013,0.12,0.379,0.23,0.047,0.213,13339.58
Rishikesh,0.75,8,low,4,peak,4.47,16,0.003,0.052,0.155,0.008,0.681,0.101,59087.21
Rome,2.7,3,low,5,off_peak,4.34,6,0.026,0.311,0.308,0.047,0.147,0.16,39899.72
Rishikesh,0.75,7,high,4,shoulder,3.76,21,0.118,0.05,0.0,0.286,0.323,0.222,101592.69
Varanasi,0.7,10,medium,6,shoulder,4.14,30,0.661,0.058,0.014,0.061,0.094,0.112,76992.54
Shimla,0.95,7,medium,3,shoulder,4.8,21,0.373,0.069,0.38,0.045,0.069,0.064,39065.32
Agra,0.75,7,low,4,peak,3.73,21,0.317,0.06,0.258,0.116,0.245,0.005,30973.0
London,3.4,10,medium,1,shoulder,3.66,30,0.02,0.048,0.18,0.421,0.031,0.3,119198.81
Agra,0.75,4,low,6,shoulder,3.27,12,0.046,0.133,0.162,0.071,0.27,0.318,27185.91
Kochi,0.95,8,medium,6,shoulder,4.8,24,0.172,0.164,0.532,0.085,0.026,0.022,59231.85
Amritsar,0.8,1,low,6,off_peak,4.95,2,0.088,0.068,0.059,0.089,0.622,0.075,7459.31
Rome,2.7,6,low,5,shoulder,4.83,18,0.02,0.074,0.457,0.067,0.026,0.356,126622.31
Dubai,2.8,1,medium,2,peak,4.72,2,0.204,0.213,0.173,0.013,0.039,0.358,19153.94
Agra,0.75,4,medium,6,peak,4.04,8,0.146,0.15,0.021,0.197,0.051,0.434,73847.79
Hyderabad,1.05,2,high,2,shoulder,3.69,4,0.088,0.185,0.149,0.106,0.165,0.306,20293.1
Bali,1.5,8,high,1,off_peak,3.82,24,0.23,0.257,0.029,0.259,0.21,0.015,50952.74
Pune,1.0,7,high,1,off_peak,3.74,14,0.044,0.025,0.259,0.002,0.088,0.582,35221.86
Varanasi,0.7,3,high,6,shoulder,3.31,6,0.046,0.151,0.139,0.261,0.069,0.334,50799.07
Delhi,1.1,8,medium,1,peak,4.1,16,0.297,0.184,0.161,0.065,0.045,0.248,24595.63
Tokyo,3.0,3,medium,5,peak,3.43,9,0.112,0.136,0.045,0.395,0.203,0.109,118835.68
Chennai,1.05,2,low,6,off_peak,4.77,4,0.059,0.006,0.091,0.542,0.064,0.238,16421.26
Istanbul,1.8,5,medium,4,peak,3.97,10,0.013,0.383,0.268,0.049,0.186,0.1,92653.53
Udaipur,1.0,7,low,3,peak,4.67,21,0.047,0.067,0.11,0.053,0.078,0.645,45776.54
Paris,3.2,2,medium,6,shoulder,4.7,6,0.359,0.085,0.111,0.032,0.397,0.017,66806.9
Rome,2.7,6,medium,3,peak,4.84,12,0.166,0.025,0.024,0.193,0.049,0.543,178236.79
Tokyo,3.0,10,low,1,peak,4.65,20,0.439,0.108,0.05,0.106,0.047,0.25,66391.97
Kochi,0.95,10,high,6,off_peak,4.99,20,0.155,0.234,0.044,0.043,0.484,0.04,213184.49
Amsterdam,2.9,8,medium,1,off_peak,4.77,16,0.054,0.015,0.095,0.179,0.083,0.575,82780.1
Delhi,1.1,10,high,3,off_peak,3.7,20,0.223,0.029,0.28,0.101,0.156,0.211,120664.33
Varanasi,0.7,6,low,4,shoulder,3.42,18,0.129,0.121,0.019,0.371,0.156,0.203,28046.31
Varanasi,0.7,1,medium,2,peak,4.38,2,0.004,0.296,0.067,0.108,0.284,0.24,4076.09
Kochi,0.95,7,high,2,peak,4.99,14,0.004,0.118,0.138,0.281,0.311,0.148,123327.97
Rome,2.7,8,low,1,off_peak,3.5,24,0.249,0.058,0.016,0.512,0.164,0.001,27769.0
Kochi,0.95,9,low,1,shoulder,3.93,18,0.093,0.205,0.284,0.041,0.208,0.168,11531.78
Jaipur,0.8,2,medium,5,peak,4.92,4,0.04,0.269,0.047,0.164,0.104,0.376,28096.73
Istanbul,1.8,8,low,5,shoulder,4.33,24,0.118,0.583,0.068,0.139,0.019,0.073,69671.62
New York,3.6,5,low,2,peak,3.52,15,0.075,0.006,0.119,0.653,0.081,0.066,61049.67
Bengaluru,1.2,4,low,6,shoulder,3.4,8,0.375,0.083,0.086,0.058,0.106,0.292,37876.0
Delhi,1.1,9,low,4,off_peak,3.42,18,0.162,0.061,0.221,0.403,0.107,0.046,46041.22
Bengaluru,1.2,10,medium,2,peak,4.35,30,0.075,0.133,0.013,0.085,0.094,0.599,86499.84
Rome,2.7,5,medium,5,shoulder,4.31,10,0.183,0.067,0.254,0.134,0.24,0.122,115458.59
Hyderabad,1.05,10,medium,6,off_peak,4.33,30,0.343,0.051,0.457,0.089,0.032,0.028,84915.45
Rome,2.7,7,medium,4,peak,3.72,21,0.16,0.016,0.088,0.243,0.334,0.159,259825.31
Kochi,0.95,7,medium,1,off_peak,3.81,21,0.158,0.228,0.155,0.225,0.161,0.073,15111.46
Kochi,0.95,2,medium,2,shoulder,4.5,4,0.004,0.371,0.27,0.13,0.142,0.082,8686.2
Barcelona,2.5,5,high,5,shoulder,3.65,10,0.286,0.01,0.284,0.072,0.277,0.071,203770.2
Bengaluru,1.2,2,medium,5,peak,3.26,6,0.082,0.236,0.121,0.045,0.281,0.234,35347.24
Bali,1.5,6,high,5,shoulder,3.67,18,0.344,0.039,0.036,0.002,0.506,0.074,190835.94
Hyderabad,1.05,5,low,6,peak,3.97,10,0.091,0.014,0.26,0.418,0.03,0.188,51510.93
Rome,2.7,2,medium,1,shoulder,4.54,6,0.096,0.303,0.107,0.343,0.073,0.078,9691.24
Paris,3.2,3,medium,4,off_peak,4.84,6,0.112,0.212,0.325,0.053,0.058,0.24,70673.81
Varanasi,0.7,2,low,3,shoulder,3.44,6,0.028,0.2,0.054,0.326,0.365,0.026,5946.0
Paris,3.2,2,low,1,off_peak,4.45,6,0.039,0.147,0.053,0.216,0.159,0.386,10922.72
Bengaluru,1.2,7,low,4,shoulder,4.8,21,0.059,0.011,0.539,0.168,0.172,0.051,38045.1
New York,3.6,4,medium,4,off_peak,3.3,12,0.047,0.012,0.092,0.242,0.006,0.599,119616.41
Amsterdam,2.9,10,medium,5,off_peak,3.8,20,0.27,0.161,0.007,0.257,0.18,0.126,298799.44
Varanasi,0.7,8,medium,4,off_peak,4.25,24,0.212,0.158,0.083,0.232,0.094,0.221,49797.02
Singapore,2.9,8,low,4,peak,3.3,24,0.425,0.206,0.009,0.093,0.139,0.128,145989.9
Istanbul,1.8,10,high,5,shoulder,3.61,30,0.051,0.266,0.043,0.114,0.101,0.425,367449.62
London,3.4,9,high,5,shoulder,3.61,18,0.149,0.268,0.115,0.021,0.393,0.054,519514.98
Udaipur,1.0,3,high,5,shoulder,4.28,9,0.034,0.571,0.046,0.24,0.093,0.016,41550.28
Bali,1.5,9,low,1,peak,4.2,27,0.279,0.172,0.058,0.209,0.138,0.144,31361.16
Manali,0.9,6,medium,2,peak,3.27,18,0.035,0.196,0.152,0.275,0.085,0.256,39134.46
Paris,3.2,8,high,5,off_peak,3.88,24,0.075,0.174,0.092,0.258,0.087,0.313,500552.61
Bengaluru,1.2,6,medium,2,shoulder,4.52,18,0.225,0.112,0.158,0.072,0.308,0.125,44705.85
New York,3.6,10,low,2,off_peak,4.19,30,0.11,0.151,0.233,0.401,0.035,0.069,91596.55
Bali,1.5,4,high,3,shoulder,3.91,12,0.008,0.561,0.137,0.113,0.084,0.098,75283.23
Amritsar,0.8,8,medium,4,off_peak,4.93,16,0.134,0.179,0.293,0.154,0.218,0.021,45484.78
Singapore,2.9,5,medium,6,off_peak,3.97,10,0.206,0.195,0.013,0.004,0.063,0.519,194183.98
Delhi,1.1,1,medium,2,off_peak,4.23,2,0.541,0.192,0.001,0.077,0.139,0.051,4481.89
Pune,1.0,6,low,3,shoulder,4.98,12,0.162,0.025,0.505,0.012,0.138,0.158,26499.68
Rishikesh,0.75,5,medium,3,off_peak,3.31,10,0.272,0.011,0.142,0.054,0.468,0.052,21808.22
